ablation,task,regime,split,seed,episodes,success,success_probability,utility,precondition_violation,belief_ece,branch_entropy_error,recovery_success,damage_rate,wasted_action,intervention_cost,probe_overhead,irreversible_commitment,plan_depth_blowup
full_contact_belief_branch_audit_v5,deformable_bin_packing,combined_contact_uncertainty,heldout_combined_contact_uncertainty,4,6,0.5,0.608534,0.452886,0.038837,0.035431,0.063243,0.559041,0.034128,0.056975,0.228033,0.044707,0.046349,0.048868
full_contact_belief_branch_audit_v5,deformable_bin_packing,combined_contact_uncertainty,heldout_combined_contact_uncertainty,5,6,0.833333,0.607352,0.793326,0.036545,0.02598,0.058834,0.553857,0.025038,0.055485,0.228033,0.044707,0.041865,0.055166
full_contact_belief_branch_audit_v5,deformable_bin_packing,combined_contact_uncertainty,heldout_combined_contact_uncertainty,6,6,0.333333,0.613403,0.28686,0.037041,0.030691,0.066159,0.562226,0.033818,0.062295,0.228033,0.044707,0.039354,0.054976
full_contact_belief_branch_audit_v5,deformable_bin_packing,combined_contact_uncertainty,heldout_combined_contact_uncertainty,7,6,0.833333,0.618982,0.793978,0.028749,0.034527,0.064439,0.560582,0.033241,0.055703,0.228033,0.044707,0.03488,0.058505
full_contact_belief_branch_audit_v5,deformable_bin_packing,combined_contact_uncertainty,heldout_combined_contact_uncertainty,8,6,0.666667,0.6022,0.620311,0.031664,0.034387,0.066165,0.535952,0.031411,0.061775,0.228033,0.044707,0.038525,0.052629
full_contact_belief_branch_audit_v5,deformable_bin_packing,combined_contact_uncertainty,heldout_combined_contact_uncertainty,9,6,0.666667,0.61375,0.625619,0.034343,0.030499,0.065733,0.579826,0.029648,0.056761,0.228033,0.044707,0.050339,0.056111
full_contact_belief_branch_audit_v5,legged_support_recovery,nominal,heldout_combined_contact_uncertainty,0,6,0.666667,0.646385,0.685646,0.0,0.016241,0.046545,0.612312,0.019237,0.031677,0.209038,0.044707,0.018457,0.032267
full_contact_belief_branch_audit_v5,legged_support_recovery,nominal,heldout_combined_contact_uncertainty,1,6,0.833333,0.654768,0.846206,0.007634,0.011087,0.042489,0.598062,0.017438,0.03777,0.209038,0.044707,0.022622,0.023811
full_contact_belief_branch_audit_v5,legged_support_recovery,nominal,heldout_combined_contact_uncertainty,2,6,0.833333,0.647521,0.84596,0.0,0.009614,0.039509,0.592189,0.018057,0.039212,0.209038,0.044707,0.021501,0.04033
full_contact_belief_branch_audit_v5,legged_support_recovery,nominal,heldout_combined_contact_uncertainty,3,6,0.333333,0.653791,0.342838,0.0,0.010834,0.042753,0.583301,0.023632,0.039434,0.209038,0.044707,0.019212,0.034685
full_contact_belief_branch_audit_v5,legged_support_recovery,nominal,heldout_combined_contact_uncertainty,4,6,0.666667,0.653532,0.685063,0.0,0.012203,0.048132,0.590591,0.018036,0.025133,0.209038,0.044707,0.018237,0.033414
full_contact_belief_branch_audit_v5,legged_support_recovery,nominal,heldout_combined_contact_uncertainty,5,6,0.666667,0.647525,0.687209,0.0,0.002288,0.046884,0.583194,0.009737,0.03244,0.209038,0.044707,0.01808,0.031494
full_contact_belief_branch_audit_v5,legged_support_recovery,nominal,heldout_combined_contact_uncertainty,6,6,0.5,0.637517,0.515724,0.0,0.008339,0.048289,0.597593,0.019789,0.034761,0.209038,0.044707,0.015199,0.037337
full_contact_belief_branch_audit_v5,legged_support_recovery,nominal,heldout_combined_contact_uncertainty,7,6,0.166667,0.655651,0.175497,0.0,0.013068,0.037634,0.589467,0.025114,0.040798,0.209038,0.044707,0.022907,0.033809
full_contact_belief_branch_audit_v5,legged_support_recovery,nominal,heldout_combined_contact_uncertainty,8,6,0.5,0.650524,0.514615,0.0,0.004133,0.046837,0.582811,0.016214,0.031898,0.209038,0.044707,0.021745,0.03909
full_contact_belief_branch_audit_v5,legged_support_recovery,nominal,heldout_combined_contact_uncertainty,9,6,0.833333,0.642369,0.840626,0.0,0.016344,0.046373,0.597801,0.028224,0.038667,0.209038,0.044707,0.028723,0.029625
full_contact_belief_branch_audit_v5,legged_support_recovery,hidden_friction,heldout_combined_contact_uncertainty,0,6,0.833333,0.628865,0.819586,0.02608,0.019185,0.05707,0.577184,0.029433,0.036629,0.221643,0.044707,0.022295,0.034425
full_contact_belief_branch_audit_v5,legged_support_recovery,hidden_friction,heldout_combined_contact_uncertainty,1,6,0.666667,0.62544,0.651948,0.024736,0.032329,0.051356,0.57884,0.023817,0.036812,0.221643,0.044707,0.029031,0.043442
full_contact_belief_branch_audit_v5,legged_support_recovery,hidden_friction,heldout_combined_contact_uncertainty,2,6,0.333333,0.632307,0.320877,0.018474,0.021247,0.056856,0.580995,0.021028,0.047424,0.221643,0.044707,0.027813,0.044542
full_contact_belief_branch_audit_v5,legged_support_recovery,hidden_friction,heldout_combined_contact_uncertainty,3,6,0.666667,0.629066,0.652443,0.028946,0.023414,0.054518,0.578756,0.01959,0.034095,0.221643,0.044707,0.035214,0.040471
full_contact_belief_branch_audit_v5,legged_support_recovery,hidden_friction,heldout_combined_contact_uncertainty,4,6,0.666667,0.624298,0.648959,0.019744,0.030181,0.053633,0.576311,0.028709,0.043088,0.221643,0.044707,0.029727,0.045423
full_contact_belief_branch_audit_v5,legged_support_recovery,hidden_friction,heldout_combined_contact_uncertainty,5,6,0.833333,0.633,0.822367,0.019467,0.022774,0.053836,0.569718,0.023103,0.039168,0.221643,0.044707,0.026607,0.037261
full_contact_belief_branch_audit_v5,legged_support_recovery,hidden_friction,heldout_combined_contact_uncertainty,6,6,0.333333,0.621586,0.316291,0.027306,0.026593,0.048473,0.570827,0.017106,0.047066,0.221643,0.044707,0.033695,0.038886
full_contact_belief_branch_audit_v5,legged_support_recovery,hidden_friction,heldout_combined_contact_uncertainty,7,6,0.833333,0.630911,0.81852,0.016816,0.030444,0.056394,0.580857,0.024088,0.045906,0.221643,0.044707,0.03133,0.045363
full_contact_belief_branch_audit_v5,legged_support_recovery,hidden_friction,heldout_combined_contact_uncertainty,8,6,0.833333,0.627459,0.816674,0.026886,0.031468,0.052813,0.575668,0.021373,0.043717,0.221643,0.044707,0.025082,0.043239
full_contact_belief_branch_audit_v5,legged_support_recovery,hidden_friction,heldout_combined_contact_uncertainty,9,6,0.5,0.621439,0.482343,0.017531,0.021258,0.053095,0.578105,0.031064,0.048674,0.221643,0.044707,0.030132,0.042562
full_contact_belief_branch_audit_v5,legged_support_recovery,pose_ambiguity,heldout_combined_contact_uncertainty,0,6,1.0,0.638946,0.981129,0.02741,0.024703,0.059924,0.574544,0.027025,0.036925,0.222736,0.044707,0.034347,0.036903
full_contact_belief_branch_audit_v5,legged_support_recovery,pose_ambiguity,heldout_combined_contact_uncertainty,1,6,0.666667,0.647681,0.659593,0.008463,0.025377,0.052786,0.581138,0.02442,0.04769,0.222736,0.044707,0.020281,0.045177
full_contact_belief_branch_audit_v5,legged_support_recovery,pose_ambiguity,heldout_combined_contact_uncertainty,2,6,0.333333,0.644356,0.319827,0.015396,0.023093,0.05968,0.569345,0.021718,0.044004,0.222736,0.044707,0.030135,0.045664
full_contact_belief_branch_audit_v5,legged_support_recovery,pose_ambiguity,heldout_combined_contact_uncertainty,3,6,0.5,0.632605,0.494196,0.01105,0.016214,0.051106,0.576915,0.022289,0.043708,0.222736,0.044707,0.032252,0.03208
full_contact_belief_branch_audit_v5,legged_support_recovery,pose_ambiguity,heldout_combined_contact_uncertainty,4,6,1.0,0.641426,0.991305,0.01248,0.024158,0.056262,0.579517,0.020411,0.044027,0.222736,0.044707,0.030139,0.042981
full_contact_belief_branch_audit_v5,legged_support_recovery,pose_ambiguity,heldout_combined_contact_uncertainty,5,6,0.666667,0.644736,0.646209,0.016202,0.020655,0.056817,0.554584,0.028865,0.045448,0.222736,0.044707,0.03664,0.039991
full_contact_belief_branch_audit_v5,legged_support_recovery,pose_ambiguity,heldout_combined_contact_uncertainty,6,6,0.666667,0.639374,0.653721,0.016183,0.023256,0.059633,0.581115,0.023861,0.037745,0.222736,0.044707,0.039036,0.044569
full_contact_belief_branch_audit_v5,legged_support_recovery,pose_ambiguity,heldout_combined_contact_uncertainty,7,6,1.0,0.626355,0.983559,0.015546,0.019249,0.0542,0.55773,0.022556,0.051341,0.222736,0.044707,0.029393,0.041731
full_contact_belief_branch_audit_v5,legged_support_recovery,pose_ambiguity,heldout_combined_contact_uncertainty,8,6,0.5,0.638998,0.492161,0.007434,0.024946,0.055415,0.591369,0.027635,0.045587,0.222736,0.044707,0.029614,0.042517
full_contact_belief_branch_audit_v5,legged_support_recovery,pose_ambiguity,heldout_combined_contact_uncertainty,9,6,0.5,0.636668,0.492047,0.015434,0.019046,0.054769,0.568727,0.017061,0.042917,0.222736,0.044707,0.02682,0.04114
full_contact_belief_branch_audit_v5,legged_support_recovery,compliance_ambiguity,heldout_combined_contact_uncertainty,0,6,0.833333,0.638326,0.815552,0.014364,0.022327,0.059843,0.553434,0.023788,0.041539,0.225253,0.044707,0.040149,0.040365
full_contact_belief_branch_audit_v5,legged_support_recovery,compliance_ambiguity,heldout_combined_contact_uncertainty,1,6,0.666667,0.634456,0.650611,0.013912,0.027435,0.055397,0.568861,0.023407,0.048126,0.225253,0.044707,0.034404,0.042204
full_contact_belief_branch_audit_v5,legged_support_recovery,compliance_ambiguity,heldout_combined_contact_uncertainty,2,6,0.5,0.616771,0.473904,0.016805,0.025808,0.052876,0.568743,0.030904,0.054652,0.225253,0.044707,0.039238,0.049539
full_contact_belief_branch_audit_v5,legged_support_recovery,compliance_ambiguity,heldout_combined_contact_uncertainty,3,6,0.333333,0.630474,0.311895,0.022509,0.015856,0.061852,0.567671,0.024309,0.046366,0.225253,0.044707,0.037096,0.04524
full_contact_belief_branch_audit_v5,legged_support_recovery,compliance_ambiguity,heldout_combined_contact_uncertainty,4,6,0.666667,0.629791,0.650183,0.020627,0.02272,0.05496,0.578187,0.026044,0.042329,0.225253,0.044707,0.033079,0.042733
full_contact_belief_branch_audit_v5,legged_support_recovery,compliance_ambiguity,heldout_combined_contact_uncertainty,5,6,0.833333,0.626117,0.80834,0.020855,0.023367,0.061848,0.552806,0.025212,0.053309,0.225253,0.044707,0.030648,0.04406
full_contact_belief_branch_audit_v5,legged_support_recovery,compliance_ambiguity,heldout_combined_contact_uncertainty,6,6,0.666667,0.626599,0.651674,0.010736,0.029557,0.062444,0.55513,0.021044,0.04414,0.225253,0.044707,0.029654,0.047571
full_contact_belief_branch_audit_v5,legged_support_recovery,compliance_ambiguity,heldout_combined_contact_uncertainty,7,6,0.5,0.624687,0.479934,0.016278,0.023494,0.051295,0.564144,0.027343,0.051373,0.225253,0.044707,0.030215,0.046517
full_contact_belief_branch_audit_v5,legged_support_recovery,compliance_ambiguity,heldout_combined_contact_uncertainty,8,6,0.5,0.632682,0.479178,0.022125,0.023,0.059287,0.580617,0.025557,0.045211,0.225253,0.044707,0.038858,0.047578
full_contact_belief_branch_audit_v5,legged_support_recovery,compliance_ambiguity,heldout_combined_contact_uncertainty,9,6,0.666667,0.617916,0.650664,0.01687,0.03446,0.057328,0.582515,0.024275,0.039267,0.225253,0.044707,0.039229,0.046723
full_contact_belief_branch_audit_v5,legged_support_recovery,jamming_ambiguity,heldout_combined_contact_uncertainty,0,6,0.333333,0.629716,0.31487,0.017804,0.019266,0.06425,0.569338,0.024327,0.042842,0.226748,0.044707,0.034844,0.048809
full_contact_belief_branch_audit_v5,legged_support_recovery,jamming_ambiguity,heldout_combined_contact_uncertainty,1,6,1.0,0.629873,0.978808,0.020734,0.022428,0.057515,0.576979,0.019543,0.052834,0.226748,0.044707,0.040084,0.049729
full_contact_belief_branch_audit_v5,legged_support_recovery,jamming_ambiguity,heldout_combined_contact_uncertainty,2,6,0.666667,0.614489,0.646607,0.01759,0.020794,0.049093,0.564254,0.019895,0.049597,0.226748,0.044707,0.039912,0.053027
full_contact_belief_branch_audit_v5,legged_support_recovery,jamming_ambiguity,heldout_combined_contact_uncertainty,3,6,0.833333,0.64138,0.807211,0.023097,0.02653,0.059776,0.582427,0.028087,0.045923,0.226748,0.044707,0.050541,0.045657
full_contact_belief_branch_audit_v5,legged_support_recovery,jamming_ambiguity,heldout_combined_contact_uncertainty,4,6,0.333333,0.639097,0.303052,0.021508,0.028173,0.059697,0.559034,0.032268,0.050889,0.226748,0.044707,0.039448,0.045509
full_contact_belief_branch_audit_v5,legged_support_recovery,jamming_ambiguity,heldout_combined_contact_uncertainty,5,6,0.666667,0.617122,0.643743,0.021286,0.027184,0.060167,0.566406,0.024999,0.048718,0.226748,0.044707,0.039387,0.03847
full_contact_belief_branch_audit_v5,legged_support_recovery,jamming_ambiguity,heldout_combined_contact_uncertainty,6,6,0.5,0.622431,0.472602,0.019291,0.025173,0.059197,0.562672,0.032963,0.04665,0.226748,0.044707,0.040874,0.046452
full_contact_belief_branch_audit_v5,legged_support_recovery,jamming_ambiguity,heldout_combined_contact_uncertainty,7,6,0.333333,0.623383,0.300009,0.025893,0.027865,0.054748,0.572941,0.029188,0.05755,0.226748,0.044707,0.043468,0.053533
full_contact_belief_branch_audit_v5,legged_support_recovery,jamming_ambiguity,heldout_combined_contact_uncertainty,8,6,1.0,0.634143,0.971932,0.02197,0.022378,0.065634,0.575172,0.031595,0.052412,0.226748,0.044707,0.037392,0.048652
full_contact_belief_branch_audit_v5,legged_support_recovery,jamming_ambiguity,heldout_combined_contact_uncertainty,9,6,0.666667,0.620316,0.638062,0.033926,0.028674,0.062184,0.582676,0.024226,0.053952,0.226748,0.044707,0.038166,0.037952
full_contact_belief_branch_audit_v5,legged_support_recovery,release_uncertainty,heldout_combined_contact_uncertainty,0,6,0.666667,0.63773,0.652583,0.002491,0.027417,0.047199,0.568883,0.029697,0.051534,0.225418,0.044707,0.038811,0.040803
full_contact_belief_branch_audit_v5,legged_support_recovery,release_uncertainty,heldout_combined_contact_uncertainty,1,6,0.666667,0.625571,0.644986,0.008246,0.02372,0.059321,0.551696,0.035829,0.045464,0.225418,0.044707,0.03315,0.04644
full_contact_belief_branch_audit_v5,legged_support_recovery,release_uncertainty,heldout_combined_contact_uncertainty,2,6,0.666667,0.627521,0.651649,0.016497,0.031454,0.055733,0.581343,0.026792,0.038626,0.225418,0.044707,0.036297,0.043557
full_contact_belief_branch_audit_v5,legged_support_recovery,release_uncertainty,heldout_combined_contact_uncertainty,3,6,0.5,0.622306,0.477835,0.016877,0.031601,0.056829,0.58025,0.025149,0.057882,0.225418,0.044707,0.038009,0.043698
full_contact_belief_branch_audit_v5,legged_support_recovery,release_uncertainty,heldout_combined_contact_uncertainty,4,6,0.666667,0.623455,0.646617,0.005255,0.03163,0.062692,0.572478,0.032741,0.058031,0.225418,0.044707,0.034131,0.041056
full_contact_belief_branch_audit_v5,legged_support_recovery,release_uncertainty,heldout_combined_contact_uncertainty,5,6,0.833333,0.627108,0.809931,0.014253,0.024192,0.054055,0.57704,0.04059,0.043972,0.225418,0.044707,0.039139,0.045663
full_contact_belief_branch_audit_v5,legged_support_recovery,release_uncertainty,heldout_combined_contact_uncertainty,6,6,0.833333,0.627674,0.810607,0.013046,0.029941,0.058556,0.553363,0.027196,0.052139,0.225418,0.044707,0.038864,0.038549
full_contact_belief_branch_audit_v5,legged_support_recovery,release_uncertainty,heldout_combined_contact_uncertainty,7,6,0.666667,0.630069,0.645609,0.015621,0.027978,0.061448,0.57075,0.027178,0.048065,0.225418,0.044707,0.039857,0.043248
full_contact_belief_branch_audit_v5,legged_support_recovery,release_uncertainty,heldout_combined_contact_uncertainty,8,6,0.666667,0.639113,0.649069,0.015317,0.028679,0.063331,0.579577,0.027597,0.041966,0.225418,0.044707,0.03717,0.046116
full_contact_belief_branch_audit_v5,legged_support_recovery,release_uncertainty,heldout_combined_contact_uncertainty,9,6,0.833333,0.620697,0.806356,0.022644,0.019839,0.061936,0.562716,0.030415,0.047219,0.225418,0.044707,0.036164,0.049786
full_contact_belief_branch_audit_v5,legged_support_recovery,partial_observability_dropout,heldout_combined_contact_uncertainty,0,6,0.5,0.628881,0.477726,0.022712,0.038312,0.065505,0.573338,0.020814,0.045715,0.225944,0.044707,0.036927,0.046318
full_contact_belief_branch_audit_v5,legged_support_recovery,partial_observability_dropout,heldout_combined_contact_uncertainty,1,6,0.666667,0.624574,0.636664,0.033889,0.03075,0.060478,0.561878,0.025711,0.044345,0.225944,0.044707,0.037718,0.0418
full_contact_belief_branch_audit_v5,legged_support_recovery,partial_observability_dropout,heldout_combined_contact_uncertainty,2,6,0.333333,0.61832,0.302775,0.02659,0.028773,0.054676,0.562784,0.024167,0.05609,0.225944,0.044707,0.038644,0.051181
full_contact_belief_branch_audit_v5,legged_support_recovery,partial_observability_dropout,heldout_combined_contact_uncertainty,3,6,0.666667,0.630568,0.642133,0.024135,0.02534,0.062156,0.581129,0.024604,0.049275,0.225944,0.044707,0.041536,0.048549
full_contact_belief_branch_audit_v5,legged_support_recovery,partial_observability_dropout,heldout_combined_contact_uncertainty,4,6,0.5,0.625855,0.476931,0.019795,0.029763,0.069758,0.56273,0.025448,0.041561,0.225944,0.044707,0.036223,0.049013
full_contact_belief_branch_audit_v5,legged_support_recovery,partial_observability_dropout,heldout_combined_contact_uncertainty,5,6,0.666667,0.621747,0.632412,0.039751,0.033026,0.058211,0.552455,0.023832,0.046732,0.225944,0.044707,0.038412,0.038441
full_contact_belief_branch_audit_v5,legged_support_recovery,partial_observability_dropout,heldout_combined_contact_uncertainty,6,6,0.666667,0.621261,0.641666,0.022455,0.031575,0.067247,0.579125,0.028463,0.044355,0.225944,0.044707,0.036131,0.05298
full_contact_belief_branch_audit_v5,legged_support_recovery,partial_observability_dropout,heldout_combined_contact_uncertainty,7,6,0.833333,0.634201,0.799529,0.030506,0.030633,0.058491,0.557306,0.027244,0.057256,0.225944,0.044707,0.033513,0.045893
full_contact_belief_branch_audit_v5,legged_support_recovery,partial_observability_dropout,heldout_combined_contact_uncertainty,8,6,0.833333,0.624138,0.804753,0.022881,0.036615,0.063144,0.573775,0.029236,0.049676,0.225944,0.044707,0.042081,0.045192
full_contact_belief_branch_audit_v5,legged_support_recovery,partial_observability_dropout,heldout_combined_contact_uncertainty,9,6,0.666667,0.625198,0.638179,0.023915,0.034667,0.051573,0.582629,0.031173,0.054879,0.225944,0.044707,0.040627,0.045364
full_contact_belief_branch_audit_v5,legged_support_recovery,irreversible_damage_risk,heldout_combined_contact_uncertainty,0,6,0.833333,0.629176,0.802812,0.014546,0.023977,0.062985,0.55178,0.03916,0.045798,0.230141,0.044707,0.039869,0.048437
full_contact_belief_branch_audit_v5,legged_support_recovery,irreversible_damage_risk,heldout_combined_contact_uncertainty,1,6,0.333333,0.621135,0.301634,0.023532,0.026806,0.054795,0.552414,0.031493,0.04461,0.230141,0.044707,0.046789,0.045346
full_contact_belief_branch_audit_v5,legged_support_recovery,irreversible_damage_risk,heldout_combined_contact_uncertainty,2,6,0.666667,0.621679,0.636079,0.022863,0.02582,0.057644,0.566037,0.027499,0.053336,0.230141,0.044707,0.043449,0.050662
full_contact_belief_branch_audit_v5,legged_support_recovery,irreversible_damage_risk,heldout_combined_contact_uncertainty,3,6,0.666667,0.626609,0.626678,0.031816,0.029481,0.059729,0.556205,0.023647,0.056077,0.230141,0.044707,0.05226,0.053708
full_contact_belief_branch_audit_v5,legged_support_recovery,irreversible_damage_risk,heldout_combined_contact_uncertainty,4,6,0.666667,0.620987,0.637521,0.018085,0.032357,0.058275,0.558906,0.025357,0.05456,0.230141,0.044707,0.048666,0.042426
full_contact_belief_branch_audit_v5,legged_support_recovery,irreversible_damage_risk,heldout_combined_contact_uncertainty,5,6,0.666667,0.618444,0.633751,0.025018,0.025275,0.055841,0.577811,0.03544,0.051012,0.230141,0.044707,0.049324,0.044523
full_contact_belief_branch_audit_v5,legged_support_recovery,irreversible_damage_risk,heldout_combined_contact_uncertainty,6,6,0.666667,0.62258,0.634228,0.020227,0.029681,0.058581,0.556435,0.0288,0.053759,0.230141,0.044707,0.049653,0.043883
full_contact_belief_branch_audit_v5,legged_support_recovery,irreversible_damage_risk,heldout_combined_contact_uncertainty,7,6,0.333333,0.628291,0.299896,0.018745,0.030797,0.063824,0.541584,0.032835,0.050455,0.230141,0.044707,0.042167,0.042491
full_contact_belief_branch_audit_v5,legged_support_recovery,irreversible_damage_risk,heldout_combined_contact_uncertainty,8,6,0.666667,0.619953,0.630014,0.025544,0.025411,0.055304,0.570038,0.034206,0.056337,0.230141,0.044707,0.04725,0.051349
full_contact_belief_branch_audit_v5,legged_support_recovery,irreversible_damage_risk,heldout_combined_contact_uncertainty,9,6,0.666667,0.610025,0.630498,0.028316,0.022666,0.065878,0.560064,0.031577,0.04665,0.230141,0.044707,0.047327,0.052135
full_contact_belief_branch_audit_v5,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,0,6,0.666667,0.620195,0.642762,0.011847,0.023276,0.059158,0.5505,0.021961,0.055395,0.22746,0.044707,0.041532,0.05037
full_contact_belief_branch_audit_v5,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,1,6,0.5,0.632067,0.462532,0.027828,0.032462,0.057381,0.55608,0.030711,0.053257,0.22746,0.044707,0.044929,0.051413
full_contact_belief_branch_audit_v5,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,2,6,0.5,0.632453,0.459256,0.027424,0.028765,0.065063,0.560526,0.031943,0.058144,0.22746,0.044707,0.047194,0.055345
full_contact_belief_branch_audit_v5,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,3,6,0.666667,0.613335,0.630511,0.019675,0.029794,0.05781,0.561674,0.031598,0.056552,0.22746,0.044707,0.053389,0.053811
full_contact_belief_branch_audit_v5,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,4,6,0.833333,0.616902,0.802831,0.027376,0.025009,0.058447,0.564804,0.030467,0.04743,0.22746,0.044707,0.042916,0.043648
full_contact_belief_branch_audit_v5,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,5,6,0.666667,0.627225,0.630119,0.021614,0.027174,0.061507,0.554982,0.029117,0.059406,0.22746,0.044707,0.051597,0.04801
full_contact_belief_branch_audit_v5,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,6,6,0.833333,0.629549,0.795058,0.024848,0.023112,0.061856,0.548534,0.030661,0.054014,0.22746,0.044707,0.047737,0.055393
full_contact_belief_branch_audit_v5,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,7,6,0.5,0.62454,0.467669,0.020378,0.027322,0.063109,0.537605,0.027528,0.047997,0.22746,0.044707,0.041772,0.05207
full_contact_belief_branch_audit_v5,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,8,6,0.833333,0.610821,0.797029,0.026495,0.026173,0.062146,0.564207,0.029122,0.053268,0.22746,0.044707,0.047861,0.057104
full_contact_belief_branch_audit_v5,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,9,6,1.0,0.620743,0.964643,0.027321,0.032774,0.061718,0.541849,0.02997,0.043178,0.22746,0.044707,0.044167,0.048517
full_contact_belief_branch_audit_v5,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,0,6,0.333333,0.611242,0.28633,0.03251,0.0299,0.071712,0.55129,0.033144,0.06029,0.230977,0.044707,0.045925,0.051763
full_contact_belief_branch_audit_v5,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,1,6,0.5,0.609279,0.452104,0.038611,0.034411,0.06696,0.557225,0.031408,0.052093,0.230977,0.044707,0.051389,0.055926
full_contact_belief_branch_audit_v5,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,2,6,0.666667,0.60912,0.615432,0.038039,0.036892,0.071948,0.552175,0.037103,0.054327,0.230977,0.044707,0.049931,0.049329
full_contact_belief_branch_audit_v5,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,3,6,1.0,0.611994,0.956841,0.027918,0.035108,0.064631,0.566319,0.033735,0.058611,0.230977,0.044707,0.045884,0.059997
full_contact_belief_branch_audit_v5,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,4,6,0.666667,0.596279,0.62792,0.028937,0.036223,0.069025,0.553496,0.024001,0.05646,0.230977,0.044707,0.044216,0.051741
full_contact_belief_branch_audit_v5,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,5,6,0.833333,0.600358,0.79062,0.030231,0.029369,0.061016,0.549154,0.033141,0.056931,0.230977,0.044707,0.044282,0.049893
full_contact_belief_branch_audit_v5,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,6,6,0.666667,0.612361,0.614868,0.045054,0.041236,0.061277,0.560381,0.026616,0.06137,0.230977,0.044707,0.051965,0.053972
full_contact_belief_branch_audit_v5,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,7,6,0.5,0.622174,0.452195,0.034877,0.026809,0.066869,0.561568,0.036356,0.061208,0.230977,0.044707,0.047538,0.051089
full_contact_belief_branch_audit_v5,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,8,6,0.666667,0.605173,0.611799,0.040476,0.042003,0.064969,0.555766,0.035934,0.057881,0.230977,0.044707,0.05435,0.054985
full_contact_belief_branch_audit_v5,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,9,6,0.666667,0.608344,0.612462,0.045603,0.02824,0.06675,0.550082,0.031289,0.0599,0.230977,0.044707,0.052451,0.051345
minus_contact_belief_state,peg_assembly,nominal,heldout_combined_contact_uncertainty,0,6,1.0,0.632928,0.966695,0.023127,0.037281,0.073266,0.536244,0.030043,0.049632,0.212732,0.059462,0.029007,0.049653
minus_contact_belief_state,peg_assembly,nominal,heldout_combined_contact_uncertainty,1,6,0.666667,0.628634,0.630448,0.021745,0.041927,0.080619,0.535872,0.029742,0.052729,0.212732,0.059462,0.028617,0.055674
minus_contact_belief_state,peg_assembly,nominal,heldout_combined_contact_uncertainty,2,6,0.666667,0.629521,0.62241,0.027815,0.036589,0.082836,0.545825,0.042587,0.049681,0.212732,0.059462,0.028242,0.063276
minus_contact_belief_state,peg_assembly,nominal,heldout_combined_contact_uncertainty,3,6,0.333333,0.621117,0.291306,0.028367,0.037431,0.078085,0.517554,0.028268,0.049373,0.212732,0.059462,0.033964,0.057782
minus_contact_belief_state,peg_assembly,nominal,heldout_combined_contact_uncertainty,4,6,0.5,0.628076,0.466849,0.017104,0.032276,0.061159,0.52389,0.033473,0.046791,0.212732,0.059462,0.03145,0.058273
minus_contact_belief_state,peg_assembly,nominal,heldout_combined_contact_uncertainty,5,6,0.833333,0.640327,0.803213,0.021612,0.034652,0.070058,0.533137,0.022006,0.052097,0.212732,0.059462,0.033311,0.048776
minus_contact_belief_state,peg_assembly,nominal,heldout_combined_contact_uncertainty,6,6,0.666667,0.636105,0.63797,0.01826,0.040886,0.081073,0.540635,0.025793,0.044198,0.212732,0.059462,0.031017,0.054171
minus_contact_belief_state,peg_assembly,nominal,heldout_combined_contact_uncertainty,7,6,0.666667,0.636861,0.62741,0.024661,0.045031,0.077865,0.522678,0.027468,0.046773,0.212732,0.059462,0.0339,0.060311
minus_contact_belief_state,peg_assembly,nominal,heldout_combined_contact_uncertainty,8,6,1.0,0.624346,0.96264,0.027027,0.033294,0.078786,0.520704,0.025293,0.048813,0.212732,0.059462,0.032184,0.054113
minus_contact_belief_state,peg_assembly,nominal,heldout_combined_contact_uncertainty,9,6,0.833333,0.62066,0.805759,0.024318,0.0303,0.068347,0.537082,0.027592,0.037486,0.212732,0.059462,0.027335,0.055866
minus_contact_belief_state,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,0,6,0.833333,0.580493,0.720056,0.090992,0.103516,0.12013,0.519973,0.02734,0.090304,0.224485,0.059462,0.041578,0.081694
